X;CH1;CH2;Start;Increment
Sequence;Volt;Volt;-6,00E-06;1,00E-08
226;-1,20E-02;-1,04E+00;;
227;-1,20E-02;-1,04E+00;;
228;-1,00E-02;-9,60E-01;;
229;-1,00E-02;-9,60E-01;;
230;-6,00E-03;-8,80E-01;;
231;-6,00E-03;-8,80E-01;;
232;-6,00E-03;-8,00E-01;;
233;-6,00E-03;-8,00E-01;;
234;-1,20E-02;-7,20E-01;;
235;-1,20E-02;-7,20E-01;;
236;-1,00E-02;-6,40E-01;;
237;-1,00E-02;-6,40E-01;;
238;-6,00E-03;-5,60E-01;;
239;-6,00E-03;-5,60E-01;;
240;-1,00E-02;-4,80E-01;;
241;-1,00E-02;-4,80E-01;;
242;-1,40E-02;-4,00E-01;;
243;-1,40E-02;-4,00E-01;;
244;-1,20E-02;-3,20E-01;;
245;-1,20E-02;-3,20E-01;;
246;-8,00E-03;-2,40E-01;;
247;-8,00E-03;-2,40E-01;;
248;-6,00E-03;-1,60E-01;;
249;-6,00E-03;-1,60E-01;;
250;-8,00E-03;-8,00E-02;;
251;-8,00E-03;-8,00E-02;;
252;-1,20E-02;0,00E+00;;
253;-1,20E-02;0,00E+00;;
254;-1,00E-02;8,00E-02;;
255;-1,00E-02;8,00E-02;;
256;-8,00E-03;1,60E-01;;
257;-8,00E-03;1,60E-01;;
258;-1,20E-02;1,60E-01;;
259;-1,20E-02;1,60E-01;;
260;-1,40E-02;3,20E-01;;
261;-1,40E-02;3,20E-01;;
262;-1,20E-02;3,20E-01;;
263;-1,20E-02;3,20E-01;;
264;-1,00E-02;4,00E-01;;
265;-1,00E-02;4,00E-01;;
266;-8,00E-03;4,80E-01;;
267;-8,00E-03;4,80E-01;;
268;-6,00E-03;5,60E-01;;
269;-6,00E-03;5,60E-01;;
270;-8,00E-03;6,40E-01;;
271;-8,00E-03;6,40E-01;;
272;-8,00E-03;7,20E-01;;
273;-8,00E-03;7,20E-01;;
274;-6,00E-03;8,00E-01;;
275;-6,00E-03;8,00E-01;;
276;-8,00E-03;8,80E-01;;
277;-8,00E-03;8,80E-01;;
278;-8,00E-03;9,60E-01;;
